14,60,凶,忍得若难，必有后福，是成是败，惟靠紧毅,艺,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
15,90,吉,谦恭做事，外得人和，大事成就，一门兴隆,财,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
16,100,吉,能获众望，成就大业，名利双收，盟主四方,财官,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
17,85,吉,排除万难，有贵人助，把握时机，可得成功,,高度戒备难交心型,经常处于戒备状态，对任何事都没法放松处理，孤僻性情难以交朋结友。对于爱情，就更加会慎重处理。任何人必须经过你长期观察及通过连番考验，方会减除戒备与你交往。
18,85,吉,经商做事，顺利昌隆，如能慎始，百事亨通,艺,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
19,55,凶,成功虽早，慎防亏空，内外不合，障碍重重,,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
20,55,凶,智商志大，历尽艰难，焦心忧劳，进得两难,,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
21,85,吉,先历困苦，后得幸福，霜雪梅花，春来怒放,官,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
22,50,凶,秋草逢霜，怀才不遇，忧愁怨苦，事不如意,,自我牺牲/性格被动型,惯于无条件付出，从不祈求有回报，有为了成全他人不惜牺牲自己的情操。但讲到本身的爱情观，却流于被动，往往因为内敛而错过大好姻缘。
23,90,吉,旭日升天，名显四方，渐次进展，终成大业,官,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
24,85,吉,绵绣前程，须靠自力，多用智谋，能奏大功,财,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
25,80,吉,天时地利，只欠人和，讲信修睦，即可成功,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
26,60,凶,波澜起伏，千变万化，凌架万难，必可成功,艺,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
27,70,凶带吉,一成一败，一盛一衰，惟靠谨慎，可守成功,,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
28,30,凶,鱼临旱地，难逃恶运，此数大凶，不如更换,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
29,95,吉,如龙得云，青云直上，智谋奋进，才略奏功,财官艺,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
30,55,凶,吉凶参半，得失相伴，投机取巧，吉凶无常,,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
31,100,吉,此数大吉，名利双收，渐进向上，大业成就,官,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
32,100,吉,池中之龙，风云际会，一跃上天，成功可望,财,自我牺牲/性格被动型,惯于无条件付出，从不祈求有回报，有为了成全他人不惜牺牲自己的情操。但讲到本身的爱情观，却流于被动，往往因为内敛而错过大好姻缘。
33,85,吉,意气用事，人和必失，如能慎始，必可昌隆,财艺,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
34,30,凶,灾难不绝，难望成功，此数大凶，不如更换,,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
35,80,吉,中吉之数，进退保守，生意安稳，成就普通,艺,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
36,50,凶,波澜得叠，常陷穷困，动不如静，有才无命,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
37,90,吉,逢凶化吉，吉人天相，风调雨顺，生意兴隆,官,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
38,70,凶带吉,名虽可得，利则难获，艺界发展，可望成功,艺,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
39,85,吉,云开见月，虽有劳碌，光明坦途，指日可望,官,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
40,75,吉带凶,一成一衰，沉浮不定，知难而退，自获天佑,,自我牺牲/性格被动型,惯于无条件付出，从不祈求有回报，有为了成全他人不惜牺牲自己的情操。但讲到本身的爱情观，却流于被动，往往因为内敛而错过大好姻缘。
41,95,吉,天赋吉运，德望兼备，继续努力，前途无限,财官,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
42,75,吉带凶,事业不专，十九不成，专心进取，可望成功,,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
43,75,吉带凶,雨夜之花，外祥内苦，忍耐自重，转凶为吉,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
44,60,凶,虽用心计，事难遂愿，贪功冒进，必招失败,,高度戒备难交心型,经常处于戒备状态，对任何事都没法放松处理，孤僻性情难以交朋结友。对于爱情，就更加会慎重处理。任何人必须经过你长期观察及通过连番考验，方会减除戒备与你交往。
45,85,吉,杨柳遇春，绿叶发枝，冲破难关，一举成名,官,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
46,60,凶,坎坷不平，艰难重重，若无耐心，难望有成,,自我牺牲/性格被动型,惯于无条件付出，从不祈求有回报，有为了成全他人不惜牺牲自己的情操。但讲到本身的爱情观，却流于被动，往往因为内敛而错过大好姻缘。
47,75,吉,有贵人助，可成大业，虽遇不幸，浮沉不定,官,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
48,95,吉,美化丰实，鹤立鸡群，名利俱全，繁荣富贵,艺,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
49,60,凶,遇吉则吉，遇凶则凶，惟靠谨慎，逢凶化吉,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
50,70,吉带凶,吉凶互见，一成一败，凶中有吉，吉中有凶,,高度戒备难交心型,经常处于戒备状态，对任何事都没法放松处理，孤僻性情难以交朋结友。对于爱情，就更加会慎重处理。任何人必须经过你长期观察及通过连番考验，方会减除戒备与你交往。
51,70,吉带凶,一盛一衰，浮沉不常，自重自处，可保平安,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
52,85,吉,草木逢春，雨过天晴，渡过难关，即获成功,财,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
53,70,吉带凶,盛衰参半，外祥内苦，先吉后凶，先凶后吉,,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
54,40,凶,虽倾全力，难望成功，此数大凶，最好更换,,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
55,75,吉带凶,外观昌隆，内隐祸患，克服难关，开出泰运,,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
56,50,凶,事与愿违，终难成功，欲速不达，有始无终,,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
57,85,吉,虽有困难，时来运转，旷野枯草，春来花开,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
58,65,凶带吉,半凶半吉，浮沉多端，始凶终吉，能保成功,,高度戒备难交心型,经常处于戒备状态，对任何事都没法放松处理，孤僻性情难以交朋结友。对于爱情，就更加会慎重处理。任何人必须经过你长期观察及通过连番考验，方会减除戒备与你交往。
59,60,凶,遇事猜疑，难望成事，大刀阔斧，始可有成,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
60,40,凶,黑暗无光，心迷意乱，出尔反尔，难定方针,,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
61,60,吉带凶,云遮半月，内隐风波，应有谨慎，始保平安,,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
62,50,凶,烦闷懊恼，事业难展，自防灾祸，始免困境,,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
63,85,吉,万物化育，繁荣之象，专心一意，必能成功,,自我牺牲/性格被动型,惯于无条件付出，从不祈求有回报，有为了成全他人不惜牺牲自己的情操。但讲到本身的爱情观，却流于被动，往往因为内敛而错过大好姻缘。
64,35,凶,见异思迁，十九不成，徒劳无功，不如更换,,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
65,85,吉,吉运自来，能享盛名，把握时机，必获成功,,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
66,50,凶,黑夜温长，进退维谷，内外不和，信用缺乏,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
67,90,吉,独营事业，事事如意，功成名就，富贵自来,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
68,85,吉,思虑周祥，计书力行，不失先机，可望成功,,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
69,50,凶,动摇不安，常陷逆境，不得时运，难得利润,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
70,40,凶,惨淡经营，难免贫困，此数不吉，最好更换,,高度戒备难交心型,经常处于戒备状态，对任何事都没法放松处理，孤僻性情难以交朋结友。对于爱情，就更加会慎重处理。任何人必须经过你长期观察及通过连番考验，方会减除戒备与你交往。
71,70,吉带凶,吉凶参半，惟赖勇气，贯彻力行，始可成功,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
72,55,凶,利害混集，凶多吉少，得而复失，难以安顺,,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
73,85,吉,安乐自来，自然吉祥，力行不懈，终必成功,,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
74,50,凶,利不及费，坐食山空，如无章法，难望成功,,独断独行/吸引人型,为人独断独行，事事自行作主解决，鲜有求助他人。而这份独立个性，正正就是吸引异性的特质。但其实心底里，却是渴望有人可让他/她依赖。
75,70,吉带凶,吉中带凶，欲速不达，进不如守，可保安祥,,热情/善变梦想家型,对人热情无遮掩，时常梦想可以谈一场戏剧性恋爱，亲身体会个中悲欢离合的动人经历，是个大梦想家。但对于感情却易变卦。
76,30,凶,此数大凶，破产之象，宜速改名，以避厄运,,自我牺牲/性格被动型,惯于无条件付出，从不祈求有回报，有为了成全他人不惜牺牲自己的情操。但讲到本身的爱情观，却流于被动，往往因为内敛而错过大好姻缘。
77,65,吉带凶,先苦后甘，先甜后苦，如能守成，不致失败,,要面包不要爱情型,责任心重，尤其对工作充满热诚，是个彻头彻尾工作狂。但往往因为过分专注职务，而忽略身边的家人及朋友，是个宁要面包不需要爱情的理性主义者。
78,65,吉带凶,有得有失，华而不实，须防劫财，始保安顺,,不善表达/疑心大型,在乎身边各人对自己的评价及观感，不善表达个人情感，是个先考虑别人感受，再作出相应配合的内敛一族。对于爱侣，经常存有怀疑之心。
79,50,凶,如走夜路，前途无光，希望不大，劳而无功,,大胆行事冲动派型,爱好追寻刺激，有不理后果大胆行事的倾向。崇尚自由奔放的恋爱，会拼尽全力爱一场，是就算明知无结果都在所不惜的冲动派。
80,65,吉带凶,得而复失，枉费心机，守成无贪，可保安稳,,好奇心旺求知欲强型,好奇心极度旺盛，求知欲又强，有打烂沙盘问到笃的锲而不舍精神。此外，你天生有语言天分，学习外文比一般人更易掌握。
81,95,吉,最极之数，还本归元，能得繁荣，发达成功,,做事喜好凭直觉型,有特强的第六灵感，性格率直无机心，深得朋辈爱戴。感情路上多采多姿。做事喜好凭个人直觉及预感做决定。
